id__,country,regio,s3,anni,area,s5,q3ter,q4__4,q4__5,q4__6,q4__7,q4__8,q4__9,q4__10,q5__4,q5__5,q5__6,q5__7,q5__8,q5__9,q5__10,eta,stile
655,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,22,,Io e qualcun altro in egual misura,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,1 volta a settimana,Mai,2-3 volte a settimana,2-3 volte a settimana,1 volta al mese,Mai,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,20-24,SREGOLATI
656,USA,"Mountain (Arizona, Colorado, Idaho, Montana, Nevada, New Mexico, Utah, and Wyoming)",Femmina,53,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",1 volta al mese,1 volta al mese,1 volta al mese,2-3 volte a settimana,Tutti i giorni o quasi,Mai,Tutti i giorni o quasi,Uguale,Uguale,Uguale,Uguale,Molto aumentato,Uguale,Uguale,45-54,RISTORIANI
657,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,23,,Principalmente io e occasionalmente altri,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",4-5 volte all’anno,Più raramente,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,20-24,ESSENZIALISTI
659,USA,"New England (Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, and Vermont)",Femmina,23,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta al mese,2-3 volte a settimana,1 volta al mese,1 volta al mese,2-3 volte a settimana,2-3 volte al mese,1 volta al mese,Molto diminuito,Molto diminuito,Un po’ diminuito,Un po’ diminuito,Uguale,Uguale,Uguale,20-24,SALUTISTI
660,USA,"East South Central (Alabama, Kentucky, Mississippi, and Tennessee)",Femmina,43,,Solo io,Nessuno di questi,Mai,Mai,Mai,Mai,Mai,Mai,Mai,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Nessuno di questi
661,USA,"West South Central (Arkansas, Louisiana, Oklahoma, and Texas)",Maschio,58,,Io e qualcun altro in egual misura,Nessuno di questi,Più raramente,Più raramente,Mai,2-3 volte al mese,1 volta al mese,Più raramente,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Nessuno di questi
664,USA,"West South Central (Arkansas, Louisiana, Oklahoma, and Texas)",Femmina,39,,Soprattutto io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,Più raramente,Mai,Più raramente,2-3 volte a settimana,2-3 volte a settimana,Più raramente,Più raramente,Uguale,Uguale,Un po’ diminuito,Uguale,Un po’ aumentato,Uguale,Uguale,35-44,SREGOLATI
665,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Maschio,51,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,Più raramente,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,1 volta a settimana,Tutti i giorni o quasi,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,TERRITORIALISTI
666,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Femmina,41,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",2-3 volte a settimana,Più raramente,1 volta a settimana,Tutti i giorni o quasi,2-3 volte al mese,1 volta al mese,Tutti i giorni o quasi,Un po’ diminuito,Uguale,Un po’ diminuito,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,35-44,INDUSTRIARIANI
667,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Maschio,23,,Solo io,Nessuno di questi,4-5 volte all’anno,2-3 volte a settimana,1 volta al mese,2-3 volte al mese,2-3 volte a settimana,Più raramente,2-3 volte a settimana,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,20-24,Nessuno di questi
668,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Maschio,63,,Solo io,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",1 volta al mese,1 volta al mese,2-3 volte a settimana,1 volta a settimana,4-5 volte all’anno,Più raramente,1 volta a settimana,Uguale,Un po’ diminuito,Molto aumentato,Un po’ aumentato,Uguale,Molto diminuito,Un po’ aumentato,55-64,ESSENZIALISTI
669,USA,"Mountain (Arizona, Colorado, Idaho, Montana, Nevada, New Mexico, Utah, and Wyoming)",Femmina,30,,Io e qualcun altro in egual misura,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,2-3 volte al mese,Più raramente,1 volta a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,4-5 volte all’anno,2-3 volte al mese,Un po’ aumentato,Uguale,Un po’ aumentato,Un po’ aumentato,Uguale,Uguale,Un po’ aumentato,25-34,SREGOLATI
670,USA,"West North Central (Iowa, Kansas, Minnesota, Missouri, Nebraska, North Dakota, and South Dakota)",Femmina,61,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,Mai,1 volta al mese,1 volta a settimana,2-3 volte al mese,Più raramente,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,TERRITORIALISTI
671,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Femmina,39,,Solo io,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",1 volta al mese,Mai,1 volta al mese,1 volta al mese,Mai,Più raramente,1 volta al mese,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,35-44,ESSENZIALISTI
672,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Femmina,40,,Soprattutto io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1 volta a settimana,Più raramente,1 volta a settimana,1 volta a settimana,Più raramente,1 volta a settimana,2-3 volte al mese,Un po’ diminuito,Un po’ aumentato,Un po’ aumentato,Uguale,Uguale,Un po’ diminuito,Un po’ diminuito,35-44,INDUSTRIARIANI
673,USA,"New England (Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, and Vermont)",Femmina,68,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",4-5 volte all’anno,Mai,4-5 volte all’anno,4-5 volte all’anno,1 volta al mese,4-5 volte all’anno,4-5 volte all’anno,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,INDUSTRIARIANI
674,USA,"East South Central (Alabama, Kentucky, Mississippi, and Tennessee)",Femmina,39,,Solo io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",1 volta a settimana,1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,1 volta a settimana,2-3 volte a settimana,Uguale,Un po’ aumentato,Un po’ aumentato,Uguale,Un po’ aumentato,Uguale,Uguale,35-44,ESTEROFILI
675,USA,"New England (Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, and Vermont)",Femmina,62,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,2-3 volte al mese,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Un po’ diminuito,Uguale,55-64,SALUTISTI
677,USA,"West North Central (Iowa, Kansas, Minnesota, Missouri, Nebraska, North Dakota, and South Dakota)",Femmina,63,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",Più raramente,Mai,1 volta al mese,Più raramente,Più raramente,Mai,Mai,Molto diminuito,Uguale,Un po’ aumentato,Uguale,Uguale,Uguale,Uguale,55-64,INDUSTRIARIANI
678,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Maschio,50,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",1 volta a settimana,2-3 volte al mese,2-3 volte a settimana,2-3 volte a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,2-3 volte a settimana,Un po’ aumentato,Molto aumentato,Un po’ aumentato,Uguale,Un po’ aumentato,Molto aumentato,Un po’ aumentato,45-54,RISTORIANI
679,USA,"New England (Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, and Vermont)",Femmina,32,,Io e qualcun altro in egual misura,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta a settimana,4-5 volte all’anno,1 volta al mese,2-3 volte al mese,2-3 volte al mese,1 volta al mese,1 volta al mese,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,25-34,SALUTISTI
681,USA,"West South Central (Arkansas, Louisiana, Oklahoma, and Texas)",Femmina,28,,Io e qualcun altro in egual misura,Nessuno di questi,2-3 volte al mese,Mai,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,Mai,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,25-34,Nessuno di questi
684,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Maschio,25,,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,2-3 volte a settimana,2-3 volte al mese,2-3 volte al mese,Mai,Mai,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Molto diminuito,Molto diminuito,Uguale,25-34,TERRITORIALISTI
686,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Femmina,41,,Soprattutto io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3 volte al mese,Più raramente,2-3 volte al mese,2-3 volte al mese,2-3 volte a settimana,4-5 volte all’anno,4-5 volte all’anno,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,SALUTISTI
687,USA,"West South Central (Arkansas, Louisiana, Oklahoma, and Texas)",Femmina,54,,Soprattutto altri membri della famiglia,Nessuno di questi,Mai,Mai,Tutti i giorni o quasi,Tutti i giorni o quasi,Mai,Mai,Tutti i giorni o quasi,Molto diminuito,Molto diminuito,Molto diminuito,Molto aumentato,Molto diminuito,Molto diminuito,Molto diminuito,45-54,Nessuno di questi
688,USA,"Pacific (Alaska, California, Hawaii, Oregon, and Washington)",Maschio,49,,Solo io,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",1 volta a settimana,1 volta al mese,1 volta a settimana,1 volta al mese,2-3 volte a settimana,Più raramente,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,ESSENZIALISTI
689,USA,"Pacific (Alaska, California, Hawaii, Oregon, and Washington)",Maschio,30,,Soprattutto io,Nessuno di questi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Mai,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto diminuito,25-34,Nessuno di questi
690,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Maschio,43,,Soprattutto io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",2-3 volte al mese,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,Più raramente,2-3 volte al mese,1 volta a settimana,Un po’ aumentato,Un po’ diminuito,Un po’ diminuito,Un po’ aumentato,Uguale,Un po’ aumentato,Molto aumentato,35-44,RISTORIANI
691,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Maschio,29,,Soprattutto io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,1 volta a settimana,1 volta al mese,1 volta al mese,Uguale,Molto aumentato,Uguale,Molto aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,25-34,ESTEROFILI
692,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,53,,Solo io,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",Mai,Mai,1 volta a settimana,1 volta a settimana,Mai,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,ESSENZIALISTI
693,USA,"New England (Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, and Vermont)",Femmina,64,,Solo io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",1 volta a settimana,Più raramente,1 volta a settimana,2-3 volte al mese,1 volta a settimana,2-3 volte al mese,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,ESTEROFILI
694,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,27,,Soprattutto altri membri della famiglia,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta al mese,2-3 volte a settimana,2-3 volte al mese,1 volta al mese,Tutti i giorni o quasi,Mai,Più raramente,Un po’ diminuito,Un po’ aumentato,Un po’ diminuito,Uguale,Molto aumentato,Uguale,Molto aumentato,25-34,TERRITORIALISTI
695,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Femmina,25,,Soprattutto io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,1 volta a settimana,Più raramente,2-3 volte a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,1 volta al mese,2-3 volte a settimana,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,25-34,SREGOLATI
699,USA,"Pacific (Alaska, California, Hawaii, Oregon, and Washington)",Maschio,29,,Solo altri membri della famiglia,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",Mai,Mai,Mai,Mai,Mai,Mai,Mai,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,INDUSTRIARIANI
700,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Femmina,65,,Soprattutto io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",2-3 volte al mese,2-3 volte al mese,1 volta al mese,1 volta a settimana,1 volta al mese,2-3 volte al mese,2-3 volte al mese,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ diminuito,Uguale,65-70,EDONISTI
701,USA,"West South Central (Arkansas, Louisiana, Oklahoma, and Texas)",Maschio,24,,Soprattutto io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",4-5 volte all’anno,1 volta al mese,Mai,1 volta al mese,2-3 volte al mese,1 volta al mese,2-3 volte al mese,Un po’ diminuito,Molto diminuito,Molto aumentato,Un po’ aumentato,Un po’ diminuito,Molto diminuito,Un po’ diminuito,20-24,RISTORIANI
702,USA,"Mountain (Arizona, Colorado, Idaho, Montana, Nevada, New Mexico, Utah, and Wyoming)",Femmina,67,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1 volta a settimana,1 volta al mese,1 volta a settimana,1 volta a settimana,1 volta al mese,4-5 volte all’anno,1 volta a settimana,Un po’ aumentato,Uguale,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Uguale,Un po’ aumentato,65-70,INDUSTRIARIANI
703,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Femmina,52,,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,Mai,2-3 volte al mese,1 volta a settimana,1 volta a settimana,Mai,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,TERRITORIALISTI
705,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Maschio,21,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",Mai,1 volta al mese,1 volta a settimana,Mai,4-5 volte all’anno,1 volta al mese,4-5 volte all’anno,Uguale,Molto diminuito,Molto aumentato,Un po’ diminuito,Un po’ diminuito,Uguale,Molto aumentato,20-24,RISTORIANI
706,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,51,,Io e qualcun altro in egual misura,Nessuno di questi,2-3 volte al mese,4-5 volte all’anno,2-3 volte al mese,1 volta al mese,1 volta a settimana,2-3 volte al mese,1 volta a settimana,Uguale,Molto diminuito,Uguale,Uguale,Uguale,Molto diminuito,Uguale,45-54,Nessuno di questi
707,USA,"Mountain (Arizona, Colorado, Idaho, Montana, Nevada, New Mexico, Utah, and Wyoming)",Femmina,35,,Soprattutto io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,Un po’ aumentato,Un po’ aumentato,Molto aumentato,Un po’ aumentato,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,35-44,SALUTISTI
708,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Femmina,44,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",2-3 volte al mese,2-3 volte al mese,2-3 volte a settimana,1 volta a settimana,1 volta a settimana,1 volta al mese,2-3 volte al mese,Un po’ diminuito,Un po’ aumentato,Un po’ aumentato,Un po’ diminuito,Un po’ aumentato,Un po’ diminuito,Un po’ aumentato,35-44,RISTORIANI
710,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,48,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,Mai,2-3 volte a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,Mai,Mai,Un po’ diminuito,Uguale,Uguale,Uguale,Un po’ aumentato,Uguale,Uguale,45-54,TERRITORIALISTI
711,USA,"West South Central (Arkansas, Louisiana, Oklahoma, and Texas)",Femmina,53,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",Più raramente,Più raramente,Più raramente,4-5 volte all’anno,2-3 volte al mese,1 volta a settimana,Più raramente,Molto diminuito,Un po’ diminuito,Molto diminuito,Uguale,Uguale,Uguale,Molto diminuito,45-54,SALUTISTI
712,USA,"East South Central (Alabama, Kentucky, Mississippi, and Tennessee)",Femmina,61,,Soprattutto io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",4-5 volte all’anno,4-5 volte all’anno,1 volta al mese,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,4-5 volte all’anno,Uguale,Uguale,Uguale,Uguale,Uguale,Un po’ aumentato,Uguale,55-64,RISTORIANI
713,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Maschio,35,,Principalmente io e occasionalmente altri,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",1 volta a settimana,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,1 volta a settimana,2-3 volte al mese,4-5 volte all’anno,Un po’ diminuito,Molto aumentato,Un po’ aumentato,Molto aumentato,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,35-44,EDONISTI
714,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Maschio,57,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1 volta al mese,Più raramente,4-5 volte all’anno,1 volta al mese,1 volta a settimana,2-3 volte a settimana,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,INDUSTRIARIANI
715,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Maschio,26,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",2-3 volte al mese,1 volta a settimana,2-3 volte al mese,1 volta a settimana,2-3 volte a settimana,4-5 volte all’anno,1 volta a settimana,Un po’ diminuito,Uguale,Un po’ aumentato,Uguale,Un po’ aumentato,Molto diminuito,Molto aumentato,25-34,INDUSTRIARIANI
716,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Maschio,25,,Io e qualcun altro in egual misura,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3 volte a settimana,1 volta a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,Mai,2-3 volte al mese,Tutti i giorni o quasi,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto diminuito,Un po’ aumentato,Molto aumentato,25-34,SALUTISTI
717,USA,"West South Central (Arkansas, Louisiana, Oklahoma, and Texas)",Femmina,24,,Soprattutto altri membri della famiglia,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",2-3 volte a settimana,1 volta a settimana,1 volta al mese,2-3 volte a settimana,Mai,1 volta al mese,2-3 volte al mese,Uguale,Molto aumentato,Un po’ aumentato,Molto diminuito,Uguale,Un po’ diminuito,Un po’ aumentato,20-24,INDUSTRIARIANI
718,USA,"Pacific (Alaska, California, Hawaii, Oregon, and Washington)",Femmina,50,,Solo io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,4-5 volte all’anno,Più raramente,1 volta al mese,2-3 volte a settimana,Mai,Mai,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,SREGOLATI
719,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Femmina,41,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",1 volta a settimana,Mai,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,RISTORIANI
720,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Femmina,48,,Solo io,Nessuno di questi,2-3 volte al mese,Mai,Più raramente,2-3 volte a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,1 volta al mese,Uguale,Molto diminuito,Un po’ aumentato,Un po’ aumentato,Molto aumentato,Molto aumentato,Un po’ diminuito,45-54,Nessuno di questi
721,USA,"Middle Atlantic (New Jersey, New York, and Pennsylvania)",Maschio,23,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Tutti i giorni o quasi,2-3 volte al mese,2-3 volte al mese,Un po’ aumentato,Molto aumentato,Molto aumentato,Un po’ aumentato,Molto aumentato,Molto aumentato,Un po’ diminuito,20-24,SALUTISTI
722,USA,"West North Central (Iowa, Kansas, Minnesota, Missouri, Nebraska, North Dakota, and South Dakota)",Maschio,24,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",2-3 volte a settimana,2-3 volte al mese,4-5 volte all’anno,4-5 volte all’anno,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,Molto aumentato,Un po’ aumentato,Molto aumentato,Uguale,Un po’ aumentato,Un po’ diminuito,Un po’ aumentato,20-24,RISTORIANI
723,USA,"Pacific (Alaska, California, Hawaii, Oregon, and Washington)",Femmina,54,,Io e qualcun altro in egual misura,Nessuno di questi,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Nessuno di questi
725,USA,"South Atlantic (Delaware, Florida, Georgia, Maryland, North Carolina, South Carolina, Virginia, Washington, D.C., and We",Femmina,61,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,TERRITORIALISTI
726,USA,"East North Central (Illinois, Indiana, Michigan, Ohio, and Wisconsin)",Femmina,61,,Io e qualcun altro in egual misura,ETICISTI: acquistano e consumano secondo i principi etici in cui credono. Sono inclusi i principi di non violenza nei co,1 volta a settimana,1 volta a settimana,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,ETICISTI
728,USA,"West North Central (Iowa, Kansas, Minnesota, Missouri, Nebraska, North Dakota, and South Dakota)",Femmina,70,,Solo io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",Più raramente,Mai,4-5 volte all’anno,Più raramente,Mai,2-3 volte a settimana,Mai,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,ESTEROFILI
